song_id,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
428,Maddie Ross,Hometown,0.708,0.714,7,-7.661,1,0.055,0.000917,0.000125,0.103,0.677,149.991,192200
429,Sizzy Rocket,Thrills,0.727,0.723,5,-4.781,1,0.0988,0.00416,0.000166,0.121,0.733,90.013,197320
430,Sapphic Lasers,Dyke Bars Never Last,0.721,0.691,11,-10.285,0,0.0344,0.363,0.177,0.284,0.668,145.964,323652
431,Nicolette Forte,Hold Your Hand,0.844,0.524,0,-7.263,1,0.223,0.591,1.15E-06,0.0716,0.889,90.078,217000
432,be steadwell,New Girl,0.559,0.324,0,-12.196,0,0.055,0.767,0.0915,0.0998,0.0946,121.927,236812
433,Ah-Mer-Ah-Su,The Flowers,0.49,0.574,1,-7.925,0,0.0751,0.108,0.0448,0.0923,0.127,120.134,204000
434,Naz & Ella,Love Is Love,0.715,0.159,3,-9.636,1,0.0332,0.633,0,0.111,0.211,115.891,189336
435,Zolita,Fight Like a Girl,0.509,0.842,10,-4.611,0,0.102,0.205,0,0.185,0.356,149.843,220000
436,KAYE,Cheshire Kitten,0.77,0.717,9,-7.963,1,0.0358,0.29,0,0.652,0.928,130.021,178539
437,Track IX,Lipstick,0.684,0.791,8,-6.431,1,0.278,0.00189,1.91E-05,0.327,0.646,104.917,185500
438,Celine Neon,Boy I'll Be,0.619,0.675,10,-5.654,1,0.0397,0.000323,0.00266,0.265,0.413,120.023,289323
439,be steadwell,Love Song for a Dom Stripper,0.931,0.278,7,-16.976,0,0.16,0.494,0.00157,0.114,0.563,120.028,278040
440,Various Artists,Scotty Doesn't Know,0.544,0.762,4,-4.995,1,0.0511,0.000174,8.38E-06,0.126,0.765,157.901,189921
441,Shawnee,Mirror Me,0.561,0.865,7,-4.055,1,0.0367,0.17,0,0.0782,0.693,97.04,233216
442,Dump Him,Pretty Like a Boy,0.218,0.759,9,-10.553,1,0.0847,0.0137,0.0138,0.337,0.522,187.487,90000
443,It Was Romance,Hooking up With Girls,0.273,0.68,5,-7.078,1,0.0319,0.193,0.0579,0.175,0.137,110.021,280514
444,The Gretchens,I Met A Girl,0.36,0.955,0,-3.171,0,0.0789,0.161,0.0295,0.167,0.526,153.83,103613
445,Mara Levi,Homo Song,0.615,0.211,1,-8.584,1,0.0837,0.666,0,0.239,0.412,71.892,132813
446,The Hot as Shits,Hot Bitches,0.53,0.963,7,-0.732,1,0.135,0.374,0,0.199,0.515,126.244,198027
447,Sequin Sally,Pretty Girls,0.495,0.591,0,-7.365,1,0.0314,0.167,3.70E-06,0.139,0.163,132.918,277606
448,be steadwell,Witch,0.606,0.153,8,-21.094,0,0.646,0.734,0.000728,0.0948,0.899,159.827,172227
449,Sizzy Rocket,Break up Song,0.665,0.913,6,-4.623,1,0.0348,0.00145,0.000188,0.604,0.7,99.992,163543
450,Wasi,Pussy Grabs Back,0.448,0.724,9,-8.771,1,0.0427,0.000215,0.00146,0.241,0.676,160.144,161355
451,Caitlyn Scarlett,Heart for Rent,0.443,0.335,11,-7.655,1,0.0748,0.726,0,0.111,0.0643,86.052,231614
452,Heavens To Betsy,Me & Her,0.67,0.657,7,-8.032,1,0.0285,0.489,0.684,0.102,0.688,133.697,164248
453,Lady Pills,Daddy Warbucks,0.497,0.759,4,-6.025,1,0.0477,0.0819,3.94E-06,0.126,0.284,124.285,174409
454,Evil,Fleas,0.503,0.337,5,-14.476,1,0.0401,0.751,1.01E-05,0.158,0.328,116.078,188736
455,Giant Kitty,This Stupid Stuff,0.641,0.682,4,-8.076,1,0.0307,0.0194,0.889,0.106,0.722,118.143,186229
456,The Tuts,Dump Your Boyfriend,0.466,0.913,7,-1.757,1,0.0339,0.00733,0,0.286,0.613,90.985,211750
457,Adult Mom,Told Ya So,0.579,0.719,1,-8.656,1,0.0294,0.0218,0.112,0.138,0.879,137.89,155059
458,be steadwell,Netflix (feat. Asha Santee),0.8,0.178,11,-13.85,1,0.403,0.454,0,0.113,0.436,144.002,158493
459,Sizzy Rocket,Hot Summer,0.605,0.692,11,-2.218,1,0.0274,0.0811,0.712,0.639,0.707,148.213,69753
460,Whitney Lindquist,Her,0.376,0.121,10,-15.272,1,0.0341,0.911,0,0.268,0.324,116.092,230317
461,Sara Renberg,The Only Gay Person,0.4,0.44,2,-10.383,1,0.0379,0.361,0.812,0.11,0.301,160.659,160026
462,Lipstick Jodi,That's so Great,0.509,0.486,0,-9.575,1,0.08,0.0467,0,0.109,0.666,186.137,176787
463,Julia Weldon,Went to My Woman,0.605,0.613,0,-8.015,1,0.0293,0.059,0.0032,0.107,0.258,104.988,251373
464,GIRLI,Girls Get Angry Too,0.813,0.696,2,-6.931,1,0.393,0.368,0,0.0535,0.604,127.767,186438
465,Alicia Champion,Bi (Radio Edit),0.58,0.926,9,-1.457,0,0.103,0.0434,0,0.0857,0.729,130.014,196385
466,K.I.D,Antisocial,0.48,0.854,2,-5.288,1,0.0355,0.00253,0,0.0666,0.545,139.982,170819
467,Maddie Ross,Physical,0.669,0.879,10,-4.247,1,0.0996,0.00815,0.00114,0.0534,0.579,128.073,181757
468,Sara Renberg,Elderly Lesbians,0.666,0.44,10,-9.798,1,0.0325,0.438,5.55E-06,0.0842,0.314,108.043,241051
469,Lady Pills,Eat Them,0.292,0.951,8,-4.77,0,0.176,0.00616,0.133,0.0689,0.5,187.003,131684
470,Sir Babygirl,Flirting With Her (Reprise),0.687,0.323,2,-8.519,1,0.0268,0.851,0.0072,0.0595,0.34,103.793,86669
471,Mitski,I Don't Smoke - Audiotree Live Version,0.262,0.55,1,-9.992,1,0.0425,0.398,0.00154,0.234,0.31,140.294,173819
472,Wolfy,Abigail,0.606,0.375,11,-8.654,0,0.0263,0.634,5.10E-06,0.175,0.494,79.992,225606
473,Two Nice Girls,The Queer Song,0.655,0.74,9,-11.928,1,0.0375,0.498,0.0267,0.206,0.959,127.032,172133
474,Rae Spoon,Armour,0.585,0.484,2,-9.694,1,0.0279,0.112,0.00199,0.074,0.276,92.477,209840
475,Daisy O'Connor,Come What May,0.398,0.175,1,-11.153,1,0.0391,0.858,0.000475,0.111,0.173,99.896,194173
476,Wasi,Floor Talk,0.566,0.611,0,-7.66,1,0.028,0.000148,0.0959,0.116,0.581,145.09,194862
477,Brooke Candy,FMU (feat. Rico Nasty),0.665,0.784,5,-4.154,0,0.0524,0.0714,0,0.345,0.45,126.016,178667
478,Jen Foster,Greatness,0.726,0.688,7,-6.999,1,0.0869,0.109,0,0.0809,0.61,119.988,220480
479,Lady Pills,Irrelevant,0.414,0.749,11,-5.607,0,0.0412,0.0109,4.45E-06,0.0682,0.654,134.903,215443
480,Hannah & Maggie,Back to Town,0.573,0.422,10,-10.236,1,0.0306,0.73,0,0.111,0.551,153.064,212767
481,Allie X,Alexandra,0.539,0.306,10,-9.809,1,0.0286,0.819,0.00643,0.097,0.191,128.009,224062
482,Alix Dobkin,Lesbian Code,0.544,0.343,2,-12.646,1,0.0503,0.856,0,0.708,0.713,142.593,316000
483,No Girlfriends,Sheets,0.638,0.639,0,-4.056,1,0.0576,0.000372,0.716,0.114,0.554,87.969,166018
484,The Dollyrots,Be My Leia,0.65,0.486,3,-4.88,1,0.0331,0.109,0,0.16,0.567,74.977,167000
485,Natti Vogel,I Don't Want to Find the One,0.735,0.663,5,-5.721,0,0.0485,0.233,0,0.1,0.811,95.983,212109
486,Skating Polly,A Little Late,0.479,0.572,4,-8.016,1,0.0332,0.792,0.00353,0.115,0.376,117.33,313720
487,Sofya Wang,No Fire,0.573,0.533,11,-4.483,1,0.0324,0.0134,4.32E-06,0.0944,0.149,77.993,193885
488,Lady Pills,Dream World,0.605,0.767,8,-4.518,1,0.0593,0.11,0,0.0868,0.66,129.776,130041
489,Mitski,Pearl Diver - Audiotree Live Version,0.254,0.0552,0,-17.175,0,0.0424,0.967,0.00296,0.124,0.174,74.726,172251
490,CJ Run,Aquafina,0.753,0.72,8,-10.08,0,0.383,0.0858,0,0.114,0.54,139.651,192771
491,Childbirth,How Do Girls Even Do It?,0.437,0.793,10,-8.852,1,0.0403,0.000135,0.00917,0.189,0.806,167.383,86239
492,The Total Bettys,Quit My Job,0.36,0.729,9,-6.684,1,0.0348,2.41E-06,0.287,0.107,0.507,144.003,217917
493,T-Rextasy,Ms. Dolores,0.369,0.78,0,-5.211,1,0.058,0.0975,1.87E-05,0.173,0.667,131.407,154573
494,T-Rextasy,Ms. Dolores,0.369,0.78,0,-5.211,1,0.058,0.0975,1.87E-05,0.173,0.667,131.407,154573
495,Evil,Thunderbird,0.756,0.719,2,-8.233,0,0.036,0.343,0.00334,0.935,0.678,116.973,160104
496,Nicole Dollanganger,Sweet Girl,0.648,0.0961,7,-15.836,1,0.0379,0.878,0,0.0829,0.228,112.221,144500
497,Timothy Heller,See Ya!,0.511,0.427,0,-10.147,1,0.0324,0.00258,6.07E-05,0.402,0.699,174.027,245469
498,The Butchies,Ellen D.,0.487,0.554,11,-9.078,0,0.0835,0.0618,0.000139,0.207,0.24,96.144,273760
499,Childbirth,You’re Not My Real Dad,0.542,0.963,4,-4.81,0,0.16,0.00324,0.203,0.911,0.458,96.71,84787
500,T-Rextasy,Gap Yr Boiz,0.346,0.717,7,-5.741,1,0.154,0.509,0.000543,0.145,0.528,153.515,233451
501,Gothic Tropic,Feed You to the Sharks,0.44,0.552,7,-5.595,0,0.0278,0.0311,9.02E-05,0.124,0.433,68.466,206520
502,bell's roar,Echoes from Below,0.437,0.421,11,-9.92,0,0.0277,0.562,1.11E-05,0.109,0.0904,95.025,258316
503,Gaymous,Femme On Femme,0.729,0.607,1,-5.024,1,0.031,0.000536,0.000636,0.0629,0.597,127.994,281939
504,The Total Bettys,Back Against the Wall,0.133,0.758,9,-6.847,1,0.035,0,0.0525,0.0719,0.542,89.694,242667
505,GIRLI,Not That Girl - Dream Wife Remix,0.618,0.828,0,-4.185,1,0.192,0.0955,0,0.191,0.874,186.041,224296
506,Boyfriend,Beauty Is Pain,0.672,0.776,0,-4.906,1,0.0313,0.0126,0.844,0.327,0.47,133.953,170093
507,Sammus,Nighttime (feat. Izzy True),0.637,0.733,1,-6.737,1,0.194,0.0275,0,0.105,0.548,139.934,192000
508,The Prettiots,Dream Boy,0.593,0.791,0,-5.105,1,0.0359,0.682,0,0.0895,0.856,158.276,104000
509,T-Rextasy,I Wanna Be a Punk Rocker,0.306,0.75,11,-5.391,0,0.0718,0.203,0.000503,0.32,0.554,162.082,217676
510,GIRLI,Mr 10pm Bedtime - GIRLI vs The Tuts,0.553,0.707,0,-6.825,1,0.0307,0.0248,7.14E-05,0.0751,0.504,99.916,230210
511,Alix Dobkin,The Lesbian Power Authority,0.568,0.168,10,-14.833,1,0.044,0.983,0.0875,0.141,0.299,99.383,318400
512,Hit Like a Girl,It's Always You,0.176,0.893,1,-5.539,0,0.0463,0.00115,0.945,0.0951,0.23,155.059,201290
513,Shiny Wet Machine,Hospitals,0.46,0.544,2,-7.535,1,0.0308,0.000109,0.000863,0.0536,0.622,79.912,177000
514,Sara Renberg,Ex Party,0.883,0.396,9,-9.691,1,0.037,0.55,0.0261,0.111,0.616,95.04,299192
515,K.I.D,Too High to Try,0.412,0.555,11,-7.905,1,0.059,0.115,1.60E-05,0.0869,0.14,151.97,352346
516,Kim Boekbinder,Head Bitch in Charge (H.B.I.C.),0.722,0.904,0,-5.543,1,0.0509,0.000151,0.297,0.0901,0.752,126.99,214662
517,Sir Babygirl,Cheerleader - 2019 Remaster,0.622,0.74,2,-7.172,1,0.0445,0.166,0.00279,0.0675,0.41,120.03,248712
518,Diet Cig,I Don't Know Her,0.664,0.431,5,-11.903,1,0.0297,0.114,0.215,0.118,0.421,122.025,172094
519,The Sonder Bombs,Shitty Boyfriend,0.43,0.757,4,-3.27,1,0.0968,0.659,0,0.169,0.278,101.319,109636
520,Hoity-Toity,Opus,0.537,0.639,11,-8.017,1,0.0407,0.0708,0,0.0874,0.612,148.085,197584
521,tiLLie,Girls Just Wanna Have Fun,0.643,0.408,4,-8.019,1,0.0311,0.402,0,0.157,0.157,107.008,157710
522,SuperKnova,Genderfluid Jubilee,0.574,0.644,0,-8.099,0,0.036,0.367,0.00681,0.102,0.707,129.996,193846
523,K.I.D,I Cannot Sleep at Night,0.728,0.745,3,-5.288,0,0.0392,0.117,0,0.0566,0.876,107.951,171396
524,4th Curtis,Come out!!!,0.67,0.414,6,-8.62,1,0.0248,0.0325,0.00039,0.0986,0.16,88.976,213197
525,Heidi Marie Vestrheim,Taking off All My Clothes,0.464,0.27,10,-11.417,1,0.0344,0.879,0.000121,0.104,0.391,85.303,187333
526,Gina Young,Jo Wants a Gun,0.301,0.897,11,-4.871,0,0.054,0.0138,0.000332,0.482,0.629,154.463,139267
527,No Girlfriends,Only Friend,0.361,0.844,2,-6.912,1,0.138,0.00145,0,0.127,0.536,140.016,226032
528,Sammus,Genius,0.483,0.651,9,-5.97,0,0.332,0.132,0,0.0987,0.533,80.246,199602
529,deer scout,little state,0.532,0.233,5,-8.572,1,0.0422,0.576,0,0.111,0.356,161.971,139276
530,4th Curtis,Anjali,0.538,0.915,9,-6.519,1,0.0511,4.03E-05,0.261,0.168,0.648,119.918,206031
531,No Girlfriends,Waterfalls,0.34,0.692,9,-6.736,0,0.0442,0.0101,0.0691,0.0874,0.321,80.068,234429
532,Treya Lam,Sapphire Skies,0.39,0.41,2,-8.759,1,0.0341,0.703,8.70E-06,0.105,0.21,148.028,212054
533,Liyv,Weeknight,0.865,0.383,6,-7.638,0,0.121,0.471,0,0.11,0.538,144.912,187422
534,Celine Neon,Kitty,0.775,0.784,5,-5.609,1,0.11,0.127,5.00E-06,0.0651,0.781,92.017,213945
535,Tomboi,Surrender,0.633,0.692,0,-9.452,1,0.0321,0.0211,0.538,0.222,0.528,140.01,176196
536,Huxlee,Big Breath In,0.646,0.595,0,-8.137,0,0.0633,0.0635,0.012,0.226,0.515,103.954,142261
537,A.W.,Different Now,0.799,0.579,0,-6.877,1,0.0322,0.0671,0.00472,0.153,0.57,120.001,185000
538,Mya Byrne,I Need a Man,0.435,0.467,2,-8.445,1,0.0387,0.0314,0,0.0975,0.451,67.66,281267
539,4th Curtis,Hero Leander,0.639,0.204,0,-9.855,1,0.0275,0.318,0,0.144,0.0524,84.949,241690
540,Hoity-Toity,También,0.673,0.515,9,-7.878,1,0.0347,0.00154,1.76E-05,0.187,0.718,126.111,189752
541,Lucy & La Mer,Rebel Babe (feat. Bugsy),0.368,0.916,5,-5.335,0,0.187,0.0662,0.000107,0.388,0.702,92.036,160000
542,The Worriers,Mama Said,0.505,0.899,5,-4.175,0,0.0857,0.00507,0,0.0742,0.701,161.052,161499
543,Damn the Witch Siren,XXX Me,0.712,0.708,4,-7.562,0,0.0408,0.0883,0.00427,0.0933,0.502,94.518,243810
544,Gina Young,Can She Bake A Cherry Pie?,0.557,0.587,11,-10.435,0,0.119,0.292,0,0.135,0.398,117.309,169627
545,The Prettiots,10/10 Would Chill Again,0.876,0.412,0,-14.841,1,0.133,0.782,3.90E-05,0.153,0.898,109.818,158000
546,Emily Blue,Sidewalk Devil,0.536,0.302,2,-8.731,1,0.0319,0.746,0,0.109,0.126,132.128,244413
547,Too Attached,Veins,0.458,0.321,1,-8.09,1,0.088,0.143,4.79E-06,0.0805,0.407,197.885,178613
548,K.I.D,Dillon,0.625,0.633,9,-7.39,0,0.0546,0.00598,0,0.0861,0.191,122.001,246457
549,Shea Freedom,Choose Love,0.555,0.423,1,-11.078,1,0.307,0.781,0,0.118,0.697,178.125,346176
550,4th Curtis,Nobody's Listening,0.596,0.592,1,-6.813,1,0.0332,0.000211,0.0439,0.215,0.48,122.942,198252
551,Whitney Lindquist,My Girl.,0.775,0.418,9,-8.299,1,0.471,0.396,7.70E-06,0.093,0.769,121.047,204288
552,Sapphic Lasers,Whiskey & Black Leather,0.722,0.527,7,-10.728,0,0.0371,0.0059,0.632,0.208,0.27,119.999,340565
553,Sammi Lanzetta,Circles,0.398,0.73,4,-8.132,1,0.0458,0.00204,6.42E-05,0.159,0.414,133.594,134002
554,Sofya Wang,Need Ya,0.839,0.68,0,-5.188,0,0.0766,0.0664,3.54E-06,0.111,0.679,102.005,160259
555,Shira,Subtle Creature (feat. Jamila Woods),0.405,0.475,7,-7.536,1,0.0359,0.784,0.00017,0.134,0.356,96.69,487048
556,The Moon Baby,Pumps By the Pool,0.761,0.561,11,-11.088,0,0.0352,0.352,0.00909,0.312,0.967,127.986,230625
557,Talk Show Host,I Hate Men - I Hate All Men,0.473,0.856,9,-3.007,1,0.111,0.00356,7.77E-06,0.271,0.557,172.248,167596
558,Hoity-Toity,Out of Touch,0.622,0.835,9,-5.199,0,0.047,0.0101,0,0.457,0.774,131.093,153946
559,Ah-Mer-Ah-Su,Powerful,0.369,0.652,7,-5.894,1,0.0422,0.000197,1.60E-05,0.377,0.138,119.789,188461
560,Noël M-E Rarignac,Your Girlfriend's Mine,0.706,0.396,4,-14.046,0,0.0298,0.375,0.0172,0.227,0.806,119.971,182500
561,Kitten Forever,Get Loud,0.517,0.572,0,-7.701,1,0.317,0.039,0.00416,0.662,0.963,163.693,43080
562,Huxlee,Appetite,0.577,0.333,1,-8.707,1,0.0308,0.456,0.001,0.348,0.241,119.98,160131
563,Cayetana,Am I Dead yet?,0.189,0.889,6,-7.427,1,0.116,0.0258,0.00788,0.109,0.318,153.791,231248
564,Matt Fishel,Twinks,0.64,0.854,1,-3.418,0,0.0417,0.0353,1.01E-05,0.0634,0.939,147.986,219799
565,Two Steps on the Water,Camouflage,0.42,0.369,11,-8.299,0,0.0443,0.379,0.000312,0.233,0.24,133.7,345989
566,Sapphic Musk,Lady Fingers,0.61,0.742,11,-7.364,0,0.0396,0.00177,3.47E-05,0.113,0.761,98.008,180216
567,Judy Small,Country Town Gaytime Blues,0.704,0.541,7,-10.296,1,0.0288,0.637,0,0.139,0.589,97.483,234027
568,The Prettiots,Suicide Hotline,0.5,0.55,2,-8.484,1,0.037,0.669,0.000921,0.168,0.323,117.85,230000
569,Ah-Mer-Ah-Su,Need You  Need Me,0.644,0.589,7,-5.532,1,0.0405,0.000604,1.37E-05,0.279,0.153,120.973,200486
570,Ah-Mer-Ah-Su,Need You  Need Me,0.644,0.589,7,-5.532,1,0.0405,0.000604,1.37E-05,0.279,0.153,120.973,200486
571,Kate Reid,Closet Femme,0.757,0.924,9,-4.893,1,0.0535,0.0553,0,0.173,0.856,110.974,230107
572,Michete,Come Get It  Daddy (feat. Reverend Dollars),0.871,0.685,7,-6.575,1,0.284,0.0473,2.95E-05,0.117,0.659,128.992,223387
573,Shira,Literally Dead,0.551,0.643,7,-5.444,1,0.0437,0.106,0.000108,0.137,0.639,160.038,234577
574,Frankie Simone,Blow My Mind,0.657,0.727,8,-7.302,1,0.0892,0.00575,0.0716,0.242,0.543,98.053,218760
575,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",0.427,0.396,11,-7.556,1,0.0366,0.736,0,0.11,0.306,70.368,284780
576,Sachet Tandon,"Bekhayali (From ""Kabir Singh"")",0.308,0.585,9,-5.18,0,0.0428,0.45,0,0.319,0.345,171.843,371791
577,Various Artists,"Duniyaa (From ""Luka Chuppi"")",0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,222501
578,Sonu Nigam,"Suraj Hua Maddham (From ""Kabhi Khushi Kabhie Gham"")",0.626,0.69,5,-5.851,1,0.0595,0.329,0.000209,0.134,0.566,79.995,427547
579,Sonu Nigam,"Chaiyya Chaiyya (From ""Dil Se"")",0.786,0.579,2,-14.913,1,0.142,0.186,0,0.118,0.481,90.012,416613
580,A.R. Rahman,Tere Bina,0.744,0.7,2,-7.663,1,0.0376,0.278,0.000155,0.068,0.866,144.043,309640
581,Pritam,Channa Mereya,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49E-05,0.106,0.746,90.066,289333
582,Shankar-Ehsaan-Loy,Sajdaa,0.468,0.737,8,-7.274,1,0.0765,0.726,0.00272,0.0655,0.572,79.448,365707
583,Lata Mangeshkar,"Jiya Jale (From ""Dil Se"")",0.767,0.503,9,-13.424,1,0.0828,0.12,9.56E-05,0.158,0.483,141.996,309107
584,Monty Sharma,Jab Se Tere Naina,0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968,284573
585,Various Artists,Pani Da Rang (Male),0.672,0.67,4,-7.257,0,0.0315,0.172,0.000198,0.197,0.533,98.032,239333
586,Kavita Krishnamurthy,"Too Cheez Badi Hain (From ""Mohra"")",0.692,0.875,8,-7.381,1,0.0571,0.545,5.78E-05,0.326,0.787,84.575,385853
587,Vishal-Shekhar,Radha,0.804,0.748,1,-14.163,0,0.0616,0.11,0,0.0998,0.699,131.989,341360
588,Sadhana Sargam,"Na Kajare Ki Dhar (From ""Mohra"")",0.51,0.683,0,-8.428,0,0.0404,0.667,1.06E-06,0.362,0.672,145.281,324253
589,Jatin-Lalit,Ladki Badi Anjani Hai,0.637,0.774,7,-9.327,1,0.056,0.522,0.0001,0.0901,0.731,121.108,381707
590,Various Artists,Kehna Hi Kya - Bombay / Soundtrack Version,0.693,0.268,9,-15.606,0,0.0774,0.682,0,0.0658,0.587,127.056,353893
591,A.R. Rahman,Dil Se Re,0.844,0.442,9,-16.54,1,0.0691,0.00882,0.000498,0.0879,0.436,105.986,405707
592,Arijit Singh,"Gerua (From ""Dilwale"")",0.376,0.668,11,-7.269,0,0.0497,0.635,1.96E-06,0.294,0.404,87.457,345559
593,Shankar-Ehsaan-Loy,Kal Ho Naa Ho,0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,321240
594,Jatin-Lalit,Kabhi Khushi Kabhie Gham,0.429,0.763,1,-5.91,1,0.107,0.524,0.000199,0.127,0.668,100.835,471947
595,Kailasa,Teri Deewani,0.447,0.6,4,-3.718,0,0.0332,0.324,0,0.0962,0.434,80.044,323520
596,A.R. Rahman,Muqabala Muqabala,0.87,0.563,0,-11.493,1,0.124,0.102,0.000232,0.0895,0.537,119.782,328893
597,Pritam,"Dooriyan (From ""Love Aaj Kal"")",0.517,0.716,7,-6.582,0,0.0509,0.611,0,0.11,0.594,122.952,337360
598,Vishal-Shekhar,"Desi Girl (From ""Dostana"")",0.746,0.924,8,-6.057,1,0.0442,0.0169,0.00279,0.097,0.807,136.051,306987
599,Udit Narayan,"Ae Ajnabi (From ""Dil Se"")",0.726,0.323,11,-12.599,0,0.0372,0.588,0,0.0951,0.481,121.958,349493
600,Shreya Ghoshal,"Ye Ishq Hai (From ""Jab We Met"")",0.823,0.637,5,-7.127,0,0.159,0.436,2.15E-06,0.255,0.873,118.043,280974
601,Rahat Fateh Ali Khan,"Rishte Naate (From ""De Dana Dan"")",0.637,0.825,11,-6.612,1,0.0816,0.352,0,0.389,0.836,92.029,286587
602,Roop Kumar Rathod,"Bahut Pyar Karte Hai - Male Version from ""Saajan""",0.505,0.518,4,-12.073,0,0.0328,0.229,0,0.17,0.751,123.8,185400
603,Abhijeet,"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",0.77,0.485,7,-11.612,1,0.0463,0.166,0.000196,0.289,0.932,121.685,317000
604,Badshah,Kar Gayi Chull,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,187711
605,Pritam,Zara Sa,0.467,0.91,11,-3.057,0,0.0516,0.12,0.000308,0.271,0.696,163.792,303680
606,Shraddha Kapoor,"Galliyan (From ""Ek Villain"")",0.552,0.75,10,-5.215,0,0.039,0.445,7.37E-05,0.291,0.4,89.999,340400
607,Pritam,Kabira,0.59,0.555,2,-6.852,1,0.0271,0.481,0,0.192,0.191,84.032,223460
608,Jatin-Lalit,Chand Sifarish,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75E-05,0.123,0.861,122.043,275931
609,Adnan Sami,Bheegi Bheegi Raton Mein,0.645,0.476,9,-11.201,0,0.0274,0.52,1.93E-06,0.29,0.78,103.064,363800
610,Salim–Sulaiman,Tujh Mein Rab Dikhta Hai,0.56,0.604,8,-8.732,1,0.0866,0.315,1.12E-06,0.176,0.75,84.784,281574
611,Himesh Reshammiya,Aap Ki Khatir,0.755,0.67,8,-11.099,0,0.0426,0.00309,0,0.0674,0.856,119.997,296840
612,Kishore Kumar,Pal Pal Dil Ke Paas - Blackmail / Soundtrack Version,0.484,0.464,1,-7.529,1,0.0356,0.642,8.28E-06,0.0836,0.502,120.511,328480
613,A.R. Rahman,Heer,0.33,0.572,4,-9.562,0,0.0548,0.242,1.80E-06,0.155,0.369,78.267,314175
614,Amit Trivedi,Love You Zindagi,0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019,232505
615,Sharib Toshi,Saturday Saturday,0.847,0.938,8,-4.615,1,0.0974,0.149,0,0.107,0.786,130.02,210799
616,Salim–Sulaiman,Halkat Jawani,0.71,0.812,6,-2.497,0,0.119,0.108,2.14E-06,0.465,0.908,131.983,238427
617,Anuradha Paudwal,"Bahut Pyar Karte Hai (Female Version) - From ""Saajan""",0.452,0.49,4,-11.685,0,0.0397,0.658,5.71E-06,0.167,0.724,123.669,265667
618,Various Artists,Buddhu Sa Mann,0.644,0.87,10,-4.816,1,0.0394,0.193,0,0.549,0.702,125.998,206858
619,Various Artists,Laila O Laila - Qurbani / Soundtrack Version,0.662,0.537,7,-9.428,0,0.0632,0.0826,0.00155,0.0843,0.777,132.572,271600
620,Meet Bros.,Baby Doll,0.836,0.839,4,-2.974,0,0.106,0.275,7.25E-06,0.181,0.507,103.992,213887
621,Various Artists,Tere Sang Yaara,0.539,0.551,8,-7.351,1,0.0361,0.651,0,0.124,0.556,75.899,286380
622,Anu Malik,Raat Ka Nasha,0.59,0.596,5,-7.932,0,0.037,0.548,5.16E-06,0.463,0.692,83.113,313613
623,Asha Bhosle,Yeh Vaada Raha - Yeh Vaada Raha / Soundtrack Version,0.531,0.628,0,-7.218,1,0.0415,0.623,0.00011,0.132,0.642,72.431,408307
624,Various Artists,Song: Maar Dala,0.652,0.502,6,-9.076,0,0.0675,0.509,5.29E-05,0.0583,0.745,150.088,246653
625,Various Artists,"Gal Mitthi Mitthi (From ""Aisha"")",0.906,0.699,0,-5.526,1,0.0462,0.13,0.0165,0.178,0.938,129.946,255907
626,Various Artists,Mehbooba Mehbooba - From “Sholay Songs And Dialogues  Vol. 2” Soundtrack,0.54,0.479,3,-10.44,1,0.0353,0.979,0.578,0.161,0.396,111.338,230600
627,Amit Mishra,"Manma Emotion Jaage (From ""Dilwale"")",0.762,0.822,0,-2.758,1,0.0425,0.0284,0,0.367,0.467,101.998,209412
628,Various Artists,"Tauba Tumhare Ye Ishaare (From ""Chalte Chalte"")",0.653,0.872,4,-5.042,1,0.137,0.285,0,0.0821,0.747,92.976,262987
629,Jeet Gannguli,Hasi - Male Version,0.296,0.581,6,-5.945,0,0.0338,0.433,0,0.0577,0.231,147.935,272669
630,Anirudh Ravichander,Why This Kolaveri Di? - The Soup of Love,0.82,0.785,5,-4.003,0,0.158,0.59,1.79E-05,0.372,0.894,140.013,259293
631,Himesh Reshammiya,Prem Ratan Dhan Payo,0.451,0.922,11,-6.26,1,0.216,0.48,3.65E-05,0.0616,0.495,92.409,319343
632,Anu Malik,Apun Bola,0.859,0.568,7,-11.387,1,0.0911,0.0617,0,0.257,0.644,93.013,266627
633,Imran Khan,Amplifier,0.727,0.714,2,-4.494,1,0.0872,0.0209,0,0.153,0.618,164.003,232907
634,Various Artists,"Agar Zindagi Ho (From ""Balmaa"")",0.53,0.732,11,-8.834,0,0.0318,0.362,0.000405,0.495,0.905,147.807,475253
